ID	Name
3MOX4HOXPGALDOX_NADP_	3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase
3MOXTYROX	3-Methoxytyramine:oxygen oxidoreductase (deaminating)
3NTD7l	3-nucleotidase (AMP), lysosome
3SALACBOXL	3-Sulfino-L-alanine carboxy-lyase
3SALAOX	cysteinesulfinic acid oxidase
3SALATAi	3-sulfino-alanine transaminase (irreversible)
3SALATAim	3-sulfino-alanine transaminase (irreversible), mitochondrial
3SPYRSP	3-sulfinopyruvate hydrolase (spotaneous reaction)
3SPYRSPm	3-sulfinopyruvate hydrolase (spotaneous reaction), mitochondrial
41R1H2MAE12BOOX	4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)
41R2A1H12BOOX	4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)
42A12BOOX	4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)
4HBZCOAFm	4-hydroxybenzoyl-CoA formation
4HBZFm	4-hydroxybenzoate formation
4HGLSDm	L-4-hydroxyglutamate semialdehyde dehydrogenase, mitochondrial
4HOXPACDOX_NADP_	4-Hydroxyphenylacetaldehyde:NADP+ oxidoreductase
4NPHSULT	4-Nitrophenol Sulfotransferase
5ADTSTSTERONESULT	5alpha-Dihydrotestosterone sulfotransferase
5HLTDL	5-Hydroxy-L-tryptophan decarboxy-lyase
5HOXINDACTO2OX	5-Hydroxyindoleacetaldehyde:oxygen oxidoreductase
5HOXINDACTOXm	5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase (mito)
5HOXINOXDA	5-Hydroxytryptamine:oxygen oxidoreductase(deaminating)(flavin-containing)
5HTRPDOX	5-Hydroxy-L-tryptophan:oxygen 2,3-dioxygenase (indole-decyclizing)
5HXKYNDCL	5-Hydroxykynurenamine decarboxy-lyase
5HXKYNOXDA	5-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)
A_MANASE	alpha-mannosidase
A_MANASEly	alpha-mannosidase, lysosomal
A4GALTc	Lactosylceramide 4-alpha-galactosyltransferase
A4GALTg	Lactosylceramide 4-alpha-galactosyltransferase
A4GNT1g	alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus
A4GNT2g	alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus
AACOAT	Acetoacetyl-CoA:acetate CoA-transferase
AACTOOR	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)
AASAD3m	L-aminoadipate-semialdehyde dehydrogenase (NADH), mitochondrial
AATAi	2-aminoadipate transaminase, irreversible
ABO1g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
ABO2g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
ABO3g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
ABO4g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
ABO5g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
ABO6g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
ABO7g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
ABO8g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
ABO9g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
ABTArm	4-aminobutyrate transaminase, reversible (mitochondrial)
ABTD	L-arabinitol 4-dehydrogenase
ABUTD	Aminobutyraldehyde dehydrogenase
ACACT10m	acetyl-CoA C-acetyltransferase, mitochondrial
ACACT1r	acetyl-CoA C-acetyltransferase
ACACT1rm	acetyl-CoA C-acetyltransferase, mitochondrial
ACACT1x	acetyl-CoA C-acetyltransferase, mitochondrial
ACACT4p	acetyl-CoA C-acetyltransferase (octanoyl-CoA), peroxisomal
ACACT5p	acetyl-CoA C-acyltransferase (decanoyl-CoA), peroxisomal
ACACT6p	acetyl-CoA C-acetyltransferase (dodecanoyl), peroxisomal
ACACT7p	acetyl-CoA acyltransferase (tetradecanoyl-CoA), peroxisomal
ACACT8p	acetyl-CoA acyltransferase (hexadecanoyl-CoA), peroxisomal
ACACT9p	acetyl-CoA acyltransferase (tetracosanoyl-CoA), peroxisomal
ACCOAC	acetyl-CoA carboxylase
ACCOACm	Acetyl-Coa carboxylase, beta isoform
ACCOAL	acetate-CoA ligase (ADP-forming)
ACCOALm	acetate-CoA ligase (AMP-forming)
ACGALK	N-acetylgalactosamine kinase
ACGALK2	N-acetylgalactosamine kinase (ITP)
ACGAM2E	N-acetylglucosamine 2-epimerase
ACGAM6PSi	N-acetylglucosamine-6-phosphate synthase
ACGAMK	N-acetylglucosamine kinase
ACGAMPM	phosphoacetylglucosamine mutase
ACGPID	N-acetylglucosaminylphosphatidylinositol deacetylase
ACGSm	N-acteylglutamate synthase, mitochondrial
ACHEe	Acetylcholinesterase
ACITL	ATP-Citrate lyase
ACNAM9PL	N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating)
ACNAM9PL2	N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating)
ACNAMPH	N-Acetylneuraminate 9-phosphate phosphohydrolase
ACNMLr	N-Acetylneuraminate lyase (reversible)
ACOAD10m	acyl-CoA dehydrogenase (2-methylbutanoyl-CoA), mitochondrial
ACOAD1fm	acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial
ACOAD8m	acyl-CoA dehydrogenase (isovaleryl-CoA), mitochondrial
ACOAD9m	acyl-CoA dehydrogenase (isobutyryl-CoA), mitochondrial
ACOAHi	acetyl-CoA hydrolase
ACOAO7p	acyl-CoA oxidase (hexadecanoyl-CoA), peroxisomal
ACOATA	Acetyl-CoA ACP transacylase
ACODA	acetylornithine deacetylase
ACONT	aconitase
ACONTm	Aconitate hydratase
ACOX22x	acyl-Coenzyme A oxidase 2, branched chain
ACOX2x	acyl-Coenzyme A oxidase 2, branched chain
ACP1_FMN_	acid phosphatase (FMN)
ACS	acetyl-CoA synthetase
ACS2	acetyl-CoA synthase (propionate)
ACSm	acetyl-CoA synthetase
ACSOMT	S-Adenosyl-L-methionine:N-acetylserotonin O-methyltransferase
ACSRTNMT	S-Adenosyl-L-homocysteine:N-acetylserotonin O-methyltransferase
ACTLMO	acetol monooxygenase
ACTNMO	acetone monooxygenase
ACYP	acylphosphatase
ADA	Adenosine deaminase
ADAe	Adenosine deaminase, extracellular
ADCim	Acetoacetate decarboxylation (irreversible), mitochondrial
ADK1	adenylate kinase
ADK1m	adenylate kinase, mitochondrial
ADK3	adentylate kinase (GTP)
ADK3m	adentylate kinase (GTP)
ADKd	adenylate kinase (d form)
ADMDC	adenosylmethionine decarboxylase
ADNCYC	adenylate cyclase
ADNK1	adenosine kinase
ADNK1m	adenosine kinase, mitochondrial
ADPGLC	ADPglucose diphosphatase
ADPMAN	ADPmannose diphosphatase
ADPRDP	ADPribose diphosphatase
ADPRDPm	ADPribose diphosphatase (mitochondrial)
ADPT	adenine phosphoribosyltransferase
ADRNCPT1	carnitine O-palmitoyltransferase
ADRNCPT2	carnitine transferase
ADSELK	adenylyl-selenate kinase
ADSK	adenylyl-sulfate kinase
ADSL1	adenylosuccinate lyase
ADSL2	adenylosuccinate lyase
ADSS	adenylosuccinate synthase
AG13T10g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T11g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T12g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T13g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T14g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T15g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T16g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T17g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T18g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T1g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T2g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T3g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T4g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T5g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T6g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T7g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T8g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AG13T9g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
AGDC	N-acetylglucosamine-6-phosphate deacetylase
AGLPC	alkyl acylglycerol phosphocholine transferase
AGLPED	alkyl acyl glycerophosphoethanolamine desaturase
AGLPET	alkyl acylglycerol phosphoethanolamine transferase
AGLPH	alkyl glycerol phosphate hydrolase
AGLPR	alkyl glycerol phosphate reductase
AGLPT	alkyl glycerol phosphate acyltransferase
AGMTm	agmatinase (m)
AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1
AGPRim	N-acetyl-g-glutamyl-phosphate reductase, irreversible, mitochondrial
AGTim	alanine-glyoxylate transaminase (irreversible), mitochondrial
AGTix	alanine-glyoxylate transaminase (irreversible), (peroxisomal)
AHC	adenosylhomocysteinase
AHEXASE2ly	beta-N-acetylhexosaminidase, lysosomal
AHEXASEly	beta-N-acetylhexosaminidase, lysosomal
AICART	phosphoribosylaminoimidazolecarboxamide formyltransferase
AKGDm	2-oxoglutarate dehydrogenase
AKR1C1	aldo-keto reductase family 1, member C1 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)
AKR1C41	aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)
AKR1C42	aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)
AKR1D	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)
AKR1D2	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)
ALAR	alanine racemase
ALASm	5-aminolevulinate synthase
ALATA_L	L-alanine transaminase
ALCD1	alcohol dehydrogenase (methanol)
ALCD21_L	alcohol dehydrogenase (L-1,2-propanediol)
ALCD22_L	alcohol dehydrogenase (L-lactaldehyde)
ALCD2if	alcohol dehydrogenase, forward rxn (ethanol -> acetaldehyde)
ALCD2yf	alcohol dehydrogenase (ethanol, NADP), forward reaction
ALDD20x	aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)
ALDD20xm	aldehyde dehydrogenase (indole-3-acetaldehyde, NAD), mitochondrial
ALDD21	aldehyde dehydrogenase (pristanal, NAD)
ALDD2x	aldehyde dehydrogenase (acetaldehyde, NAD)
ALDD2xm	aldehyde dehydrogenase (acetylaldehyde, NAD), mitochondrial
ALDD2y	aldehyde dehydrogenase (acetaldehyde, NADP)
ALKP	alkaline phosphatase
ALOX12	Arachidonate 12-lipoxygenase
ALOX12R	Arachidonate 12-lipoxygenase R
ALOX15	Arachidonate 15-lipoxygenase
ALOX5	Arachidonate 5-lipoxygenase
ALOX52	Arachidonate 5-lipoxygenase
ALR2	aldose reductase (methylglyoxal)
ALR3	aldose reductase (acetol)
AMACR2p	alpha-methylacyl-CoA racemase (reductase)
AMACR2r	alpha-methylacyl-CoA racemase (reductase)
AMACRp	alpha-methylacyl-CoA racemase
AMACRr	alpha-methylacyl-CoA racemase
AMANK	N-acetyl-D-mannosamine kinase
AMCOXO	2-aminomuconate reductase
AMPDA	Adenosine monophosphate deaminase
AMPTASECG	alanyl aminopeptidase (cys-gly)
AMPTASECGe	alanyl aminopeptidase (cys-gly) (e)
AMY1e	alpha-amylase, extracellular (strch1 -> strch2)
AMY2e	alpha-amylase, extracellular (glygn2 -> glygn4)
AOBUTDsm	L-2-amino-3-oxobutanoate decarboxylation, mitochondrial  (spontaneous)
AP4AH1	Ap4A hydrolase, asymmetrically
APAT2rm	3-Aminopropanoate:2-oxoglutarate aminotransferase (m)
APOCF	Apocarboxylase formation
APOCFm	Apocarboxylase formation, mitochondrial
APOC_LYS_BTNP	proteolysis of apoC-Lys-btn
APOC_LYS_BTNPm	proteolysis of apoC-Lys-btn, mitochondrial
APRTO2	N-acetylputrescine: oxygen oxireductase (deaminating)
ARABR	arabinose reductase
ARACHCPT1	carnitine acyltransferase I
ARACHCPT2	carnitine acyltransferase II
ARGDCm	arginine decarboxylase (m)
ARGN	arginase
ARGNm	arginase (m)
ARGSL	argininosuccinate lyase
ARGSS	argininosuccinate synthase
ARSA	Arylsulfatase A
ARTCOAL3	R group coenzyme a ligase
R_group_phosphotase_3	R group phosphotase 3
ARTFR207	R group artificial flux
ARTFR31	R group artificial flux
ARTFR51	R group artificial flux
ARTPLM3	R group to palmitate conversion
ARTPLM3m	R group to palmitate conversion
ASAH1	N-acylsphingosine amidohydrolase
ASCBOX	ascorbic acid oxidase
ASNNm	L-asparaginase (mitochondrial)
ASNS1	asparagine synthase (glutamine-hydrolysing)
ASP1DC	aspartate 1-decarboxylase
ASPCTr	aspartate carbamoyltransferase (reversible)
ASPNATm	aspartate N-acetyltransferase, mitochondrial
ASPTA	aspartate transaminase
ASPTAm	aspartate transaminase
ATPH1e	ATP diphosphohydrolase
ATPH2e	ATP diphosphohydrolase
B_MANNASEly	beta-mannosidase, lysosomal
B3GALT3g	Beta-1,3-galactosyltransferase 3
B3GALT41g	Beta-1,3-galactosyltransferase 4
B3GALT42g	Beta-1,3-galactosyltransferase 4
B3GALT43g	Beta-1,3-galactosyltransferase 4
B3GALT44g	Beta-1,3-galactosyltransferase 4
B3GALT5g	Beta-1,3-galactosyltransferase 5
B3GALTg	Beta galactosyltransferase
B3GNT11g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1
B3GNT12g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1
B3GNT310g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
B3GNT311g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
B3GNT312g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
B3GNT313g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
B3GNT314g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
B3GNT315g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
B3GNT31g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
B3GNT32g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
B3GNT33g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
B3GNT34g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
B3GNT35g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
B3GNT36g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
B3GNT37g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
B3GNT39g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
B3GNT51g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
BAAT1x	bile acid Coenzyme A: amino acid N-acyltransferase
BAAT2x	bile acid Coenzyme A: amino acid N-acyltransferase
BAAT4x	bile acid Coenzyme A: amino acid N-acyltransferase
BACCL	biotin-[acetyl-CoA-carboxylase] ligase
BACCLm	biotin-[acetyl-CoA-carboxylase] ligase, mitochondrial
BAMPPALDOX	beta-Aminopropion aldehyde:NAD+ oxidoreductase
BAMPPALDOXm	beta-Aminopropion aldehyde:NAD+ oxidoreductase (m)
BBHOX	4-Trimethylammoniobutanoate,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)
BCDO	beta-Carotene dioxygenase
BDG2HCGHD	beta-D-Glucosyl-2-coumarinate glucohydrolase
BDHm	(R)-3-Hydroxybutanoate:NAD+ oxidoreductase
BDMT_U	GDPmannose:chitobiosyldiphosphodolichol beta-D-mannosyltransferase (uterus)
BETALDHxm	betaine-aldehyde dehydrogenase, mitochondrial
BHMT	betaine-homocysteine S-methyltransferase
BILIRED	Nad(p)h biliverdin reductase
BMTer_U	B mannosyltransferase, endoplasmic reticulum
BPNT	3,5-bisphosphate nucleotidase
BPNT2	3,5-bisphosphate nucleotidase (paps)
BTND1	biotinidase (biotin)
BTND1n	biotinidase (biotin), nuclear
BTNDe	biotinidase (biotin), extracellular
BTNDm	biotinidase (biotin), mitochondrial
BTNPL	holocarboxylase synthestase (biotin protein ligase)
BTNPLm	holocarboxylase synthestase (biotin protein ligase), mitochondrial
BUP2	beta-ureidopropionase (D-3-amino-isobutanoate forming)
C14STRr	C-14 sterol reductase
C160CPT1	carnitine acyltransferase I
C160CPT2	carnitine acyltransferase II
C161CPT1	production of palmitoleoylcarnitine
C161CPT12	carnitine O-palmitoyltransferase
C161CPT2	transport of Hexadecenoyl-CoA into mitochondrial matrix
C161CPT22	C161 transport into the mitochondria
C180CPT1	carnitine acyltransferase I
C180CPT2	carnitine acyltransferase II
C181CPT1	transport of Octadecenoyl-CoA into mitochondrial matrix
C181CPT2	transport of Octadecenoyl-CoA into mitochondrial matrix
C204CPT1	carnitine C20:4 transferase
C204CPT2	arachidonic acid transport into the mitochondria
C226CPT1	carnitine C22:6 transferase
C226CPT2	C226 transport into the mitochondria
C2M26DCOAHLm	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (m)
C2M26DCOAHLx	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (x)
C3STDH1Pr	C-3 sterol dehydrogenase (4-methylzymosterol)
C3STDH1r	C-3 sterol dehydrogenase (4-methylzymosterol)
C3STKR2r	C-3 sterol keto reductase (zymosterol)
C4STMO1r	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)
C4STMO2Pr	C-4 methyl sterol oxidase
C4STMO2r	C-4 methyl sterol oxidase
CAT2p	catalase A, peroxisomal (ethanol)
CATm	catalase
CATp	catalase A, peroxisomal
CBL2OR	NADH:cob(III)alamine oxidoreductase
CBLATm	cob(I)alamin adenosyltransferase, mitochondrial
CBPPer	Carbamoyl phosphate phosphotransferase, endoplasmic reticulum
CBPS	carbamoyl-phosphate synthase (glutamine-hydrolysing)
CBPSam	carbamoyl-phosphate synthase (ammonia) (mitochondria
CBR1	Carbonyl reductase [NADPH] 1
CBR2	Carbonyl reductase [NADPH] 1
CDIPTr	phosphatidylinositol synthase (Homo sapiens)
CDS	phosphatidate cytidylyltransferase
CDSm	phosphatidate cytidylyltransferase
CEPTC	choline phosphotransferase
CEPTE	ethanolamine phosphotransferase
CERK	Ceramide kinase
CH25H	cholesterol 25-hydroxylase
CHAT	Choline O-acetyltransferase
CHATn	Choline O-acetyltransferase
CHLP	choline phosphate phosphatase
CHLPCTD	choline phosphate cytididyltransferase
CHOLD2m	choline dehydrogenase (FAD acceptor), mitochondrial
CHOLK	Choline kinase
CHSTEROLSULT	steroid sulfotransferase
CHTNASE	chitinase
CHTNASEe	chitinase, extracellular
CITL	Citrate lyase
CITMCOAHm	L-Citramalyl-CoA hydro-lyase, mitochondrial
CITMCOALm	L-Citramalyl-CoA pyruvate-lyase
CK	ATP Creatine kinase
CKc	ATP Creatine kinase (c)
CLPNDCPT1	carnitine O-palmitoyltransferase
CLPNDCPT2	carnitine transferase
CLS_hs	cardiolipin synthase (homo sapiens)
CMPSAS	CMP sialic acid synthase
CMPSASn	CMP sialic acid synthase, nuclear
COKECBESr	Carboxylesterase (cocaine) (er)
COQ3m	methyltransferase COQ3
COQ5m	Ubiquinone biosynthesis methyltransferase COQ5
COQ6m	Ubiquinone biosynthesis monooxgenase COQ6
COQ7m	Ubiquinone biosynthesis COQ7
CORE2GTg	Core 2 acetylglucosaminyltransferase, Golgi apparatus
CORE3GTg	Core 3 beta-GlcNAc-transferase, Golgi apparatus
CORE4GTg	Core 4 beta6-GalNAc-transferase, Golgi apparatus
CORE5GTg	Core 5 alpha-GalNAc-transferase, Golgi apparatus
CORE6GTg	Core 6 beta-GlcNAc-transferase A, Golgi apparatus
CORE7GTg	Core 7 alpha-GalNAc-transferase, Golgi apparatus
CORE8GTg	N-acetylgalactosamine 3-alpha-galactosyltransferase, Golgi apparatus
COUCOAFm	p-coumaroyl-CoA formation
CPCTDTX	choline-phosphate cytidylyltransferase
CPPPGO	coproporphyrinogen oxidase (O2 required)
CRTNsyn	Creatinine synthase
CSAPASEly	chondroitin sulfate A proteoglycan protease, lysosome (endosome)
CSBPASEly	chondroitin sulfate B proteoglycan protease, lysosome (endosome)
CSCPASEly	chondroitin sulfate C proteoglycan protease, lysosome (endosome)
CSDPASEly	chondroitin sulfate D proteoglycan protease, lysosome (endosome)
CSEPASEly	chondroitin sulfate E proteoglycan protease, lysosome (endosome)
CSm	citrate synthase
CSNAT2m	carnitine O-aceyltransferase, mitochondrial
CSNAT2x	carnitine dimethyl nonanoyl transferase, revsible, peroxisomal
CSNAT3x	carnitine O-aceyltransferase, peroxisomal
CSNATer	carnitine O-acetyltransferase, endolasmic reticulum
CSNATm	carnitine O-aceyltransferase, mitochondrial
CSNATp	carnitine O-acetyltransferase, reverse direction, peroxisomal
CSNATr	carnitine O-acetyltransferase
CSND	Cytosine deaminase
CTPS1	CTP synthase (NH3)
CTPS2	CTP synthase (glutamine)
CYSGLTH	Glutathione:cystine oxidoreductase
CYSLYSL	L-Cystine Lysteine-lyase (deaminating)
CYSO	cysteine oxidase
CYSTA	cysteine transaminase
CYSTAm	cysteine transaminase (mitochondrial)
CYSTGL	cystathionine g-lyase
CYSTS	cystathionine beta-synthase
CYTD	cytidine deaminase
CYTDK1	ATPcytidine 5-phosphotransferase
CYTDK2m	cytidine kinase (ATP), mitochondrial
CYTDn	cytidine deaminase, nuclear
CYTK1	cytidylate kinase (CMP)
CYTK10	cytidylate kinase (CMP,dGTP)
CYTK10n	cytidylate kinase (CMP,dGTP),nuclear
CYTK11	cytidylate kinase (dCMP,dGTP)
CYTK11n	cytidylate kinase (dCMP,dGTP),nuclear
CYTK12	cytidylate kinase (dCMP,dCTP)
CYTK12n	cytidylate kinase (dCMP,dCTP),nuclear
CYTK13	cytidylate kinase (dCMP,dATP)
CYTK13n	cytidylate kinase (dCMP,dATP),nuclear
CYTK14	cytidylate kinase (dCMP,UTP)
CYTK14n	cytidylate kinase (dCMP,CTP),nuclear
CYTK1m	cytidylate kinase (CMP),mitochondrial
CYTK1n	cytidylate kinase (CMP),nuclear
CYTK2	cytidylate kinase (dCMP)
CYTK2n	cytidylate kinase (dCMP),nuclear
CYTK3	cytidylate kinase (CMP)(GTP)
CYTK3n	cytidylate kinase (dCMP,CTP),nuclear
CYTK4	cytidylate kinase (dCMP)(GTP)
CYTK4n	cytidylate kinase (dCMP,GTP),nuclear
CYTK5	cytidylate kinase (dCMP)
CYTK5n	cytidylate kinase (CMP),nuclear
CYTK6	cytidylate kinase (CMP,CTP)
CYTK6n	cytidylate kinase (CMP,CTP),nuclear
CYTK7	cytidylate kinase (CMP,UTP)
CYTK7n	cytidylate kinase (CMP,UTP),nuclear
CYTK8	cytidylate kinase (CMP,dATP)
CYTK8n	cytidylate kinase (CMP,dATP),nuclear
CYTK9	cytidylate kinase (CMP,dCTP)
